TimeStamp,HMDPos,HMDRot,LeftControllerPos,LeftControllerRot,RightControllerPos,RightControllerRot,WaistPos,WaistRot,LeftWristPos,LeftWristRot,RightWristPos,RightWristRot,
00:00:00.020,(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.040,(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.060,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.080,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.82, 0.79, -9.06),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.100,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.82, 0.79, -9.06),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.120,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.82, 0.79, -9.06),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.140,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.82, 0.79, -9.06),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.160,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.82, 0.79, -9.06),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.180,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.81, 0.79, -9.07),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.200,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.81, 0.79, -9.07),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.220,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.81, 0.79, -9.07),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.240,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.81, 0.79, -9.07),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
00:00:00.260,(1.55, 0.47, -9.14),(0.41, 0.56, 0.40, -0.60),(1.81, 0.79, -9.07),(0.11, 0.08, 0.12, -0.98),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),(0.00, 0.00, -10.00),(0.00, 0.00, 0.00, 1.00),
